iteration,loss,training_acc,test_acc
369,0.5342405402436745,0.75,0.8125
370,0.5325271957379718,0.65625,0.6875
371,0.5345120666755245,0.734375,0.8125
372,0.5331299238098497,0.75,0.75
373,0.5325253860718895,0.75,0.75
374,0.537111806070754,0.75,0.8125
375,0.5391883883661788,0.734375,0.75
376,0.5329905933197453,0.703125,0.6875
377,0.5422794979798687,0.75,0.75
378,0.538637217206654,0.75,0.75
379,0.5358523566929447,0.75,0.75
380,0.5351355890053215,0.734375,0.75
381,0.5543346901446616,0.703125,0.6875
382,0.5306737073863061,0.703125,0.6875
383,0.5427364236535603,0.75,0.75
384,0.5328817070585468,0.734375,0.75
385,0.5448917666885982,0.734375,0.75
386,0.5325336599076924,0.75,0.75
387,0.5336755719527867,0.71875,0.75
388,0.5319064951548171,0.75,0.8125
389,0.5364588218517139,0.75,0.75
390,0.5353957940537957,0.75,0.75
391,0.5340391170604122,0.65625,0.8125
392,0.5274596756315578,0.703125,0.75
393,0.5390851072953452,0.734375,0.75
394,0.529560816018097,0.703125,0.75
395,0.5353260453321412,0.734375,0.75
396,0.5294368361822965,0.734375,0.75
397,0.5322085762947592,0.75,0.75
398,0.5280423540391493,0.75,0.75
399,0.5360955426970193,0.75,0.75
400,0.5270475357263543,0.703125,0.6875
401,0.5384919269993953,0.734375,0.75
402,0.5288232522516318,0.734375,0.75
403,0.5343811509413626,0.75,0.75
404,0.5283251123679169,0.71875,0.75
405,0.5370649878713765,0.75,0.75
406,0.5306860494064469,0.625,0.6875
407,0.5270475357263542,0.703125,0.6875
408,0.5286824864595361,0.6875,0.6875
409,0.5267918080155354,0.671875,0.75
410,0.5317835376570917,0.734375,0.75
411,0.5267918080155354,0.671875,0.75
412,0.5298471025610814,0.734375,0.75
413,0.5267038475534331,0.703125,0.8125
414,0.5268338130837588,0.71875,0.75
415,0.5270425987416246,0.734375,0.75
416,0.5248503605681243,0.71875,0.75
417,0.524343902673513,0.71875,0.75
418,0.5255150097602211,0.75,0.75
419,0.5249693813195089,0.765625,0.8125
420,0.5260883231157399,0.734375,0.75
421,0.5239045079808173,0.734375,0.75
422,0.5227441757957483,0.75,0.8125
423,0.5232958324048316,0.75,0.75
424,0.5288841618511009,0.71875,0.8125
425,0.5235878457060636,0.71875,0.75
426,0.5285858328992421,0.75,0.8125
427,0.5232352633401226,0.75,0.75
428,0.5246965598280899,0.75,0.75
429,0.5244264226047383,0.75,0.8125
430,0.5226273045792966,0.71875,0.75
431,0.5225785192048016,0.71875,0.75
432,0.5219504742045111,0.75,0.75
433,0.5240730255039816,0.75,0.75
434,0.5211167401185323,0.75,0.75
435,0.5214652397424269,0.75,0.75
436,0.5256099927781341,0.75,0.75
437,0.5221818013422855,0.75,0.75
438,0.5204659239401257,0.75,0.75
439,0.5239423143463485,0.75,0.8125
440,0.5188915965107775,0.75,0.75
441,0.5185423109014932,0.75,0.75
442,0.5201195385454866,0.75,0.75
443,0.5188288676433912,0.75,0.75
444,0.5247683330471186,0.75,0.75
445,0.5186190971645966,0.75,0.75
446,0.516466508508797,0.75,0.75
447,0.5151428994249353,0.703125,0.75
448,0.5155723672283754,0.734375,0.75
449,0.5165615291480158,0.6875,0.75
450,0.5187049614621753,0.75,0.75
451,0.5166357603033161,0.75,0.75
452,0.5201545418838914,0.75,0.75
453,0.5168579016560158,0.75,0.8125
454,0.5157090272585322,0.765625,0.8125
455,0.5161543613165764,0.734375,0.75
456,0.5174396779260149,0.75,0.8125
457,0.5151194225949796,0.6875,0.75
458,0.5164179775326538,0.671875,0.8125
459,0.5157049164227471,0.703125,0.75
460,0.51714208681312,0.75,0.8125
461,0.5148805418627846,0.734375,0.75
462,0.5205371564383774,0.75,0.75
463,0.5146671718974104,0.734375,0.6875
464,0.518780146145305,0.71875,0.75
465,0.5149797652986057,0.71875,0.75
466,0.5133330732919131,0.703125,0.75
467,0.5123147460686226,0.734375,0.6875
468,0.5131212370914611,0.71875,0.75
469,0.5128156045837166,0.734375,0.75
470,0.5123867415641822,0.75,0.75
471,0.5123673267901642,0.75,0.75
472,0.5139790946983275,0.71875,0.75
473,0.5121512788694931,0.734375,0.75
474,0.5132837644141078,0.75,0.75
475,0.5121512788694931,0.734375,0.75
476,0.5126809916270304,0.703125,0.75
477,0.512151278869493,0.734375,0.75
478,0.5126890289114363,0.703125,0.75
479,0.5127319579182688,0.703125,0.75
480,0.5120303043040113,0.75,0.75
481,0.5140078824521378,0.75,0.75
482,0.5135798406550613,0.75,0.75
